location_name,location_type,state,month,vacancy_rate
"Englewood, CO",City,Colorado,2025-03-01,0.0720820174228714
"Essex County, MA",County,Massachusetts,2025-01-01,0.0453342802527277
"Essex County, MA",County,Massachusetts,2025-02-01,0.0444134495382201
"Essex County, MA",County,Massachusetts,2025-03-01,0.0439915303437209
"Essex County, NJ",County,New Jersey,2025-01-01,0.0557980913439418
"Essex County, NJ",County,New Jersey,2025-02-01,0.0550213681974647
"Essex County, NJ",County,New Jersey,2025-03-01,0.0544277644427884
"Everett, WA",City,Washington,2025-01-01,0.0490360606244164
"Everett, WA",City,Washington,2025-02-01,0.0484770858725608
"Everett, WA",City,Washington,2025-03-01,0.0487172568859844
"Fairfax County, VA",County,Virginia,2025-01-01,0.0530698059280565
"Fairfax County, VA",County,Virginia,2025-02-01,0.0523547810785556
"Fairfax County, VA",County,Virginia,2025-03-01,0.0523807654390904
"Fairfield County, CT",County,Connecticut,2025-01-01,0.0500572435650508
"Fairfield County, CT",County,Connecticut,2025-02-01,0.0512343306872042
"Fairfield County, CT",County,Connecticut,2025-03-01,0.052369136363586
"Fargo, ND",City,North Dakota,2025-01-01,0.0822305973337983
"Fargo, ND",City,North Dakota,2025-02-01,0.0781269675731625
"Fargo, ND",City,North Dakota,2025-03-01,0.0755971536897783
"Fargo, ND-MN",Metro,North Dakota,2025-01-01,0.0808322634326527
"Fargo, ND-MN",Metro,North Dakota,2025-02-01,0.0772099357941056
"Fargo, ND-MN",Metro,North Dakota,2025-03-01,0.0753925541736099
"Fayette County, KY",County,Kentucky,2025-01-01,0.0470029241031206
"Fayette County, KY",County,Kentucky,2025-02-01,0.0486690692025205
"Fayette County, KY",County,Kentucky,2025-03-01,0.0510381062578479
"Fayetteville-Springdale-Rogers, AR",Metro,Arkansas,2025-01-01,0.0532727012612594
"Fayetteville-Springdale-Rogers, AR",Metro,Arkansas,2025-02-01,0.054416331872497
"Fayetteville-Springdale-Rogers, AR",Metro,Arkansas,2025-03-01,0.0541299941472652
Florida,State,Florida,2025-01-01,0.0685911655299469
Florida,State,Florida,2025-02-01,0.0695024349264943
Florida,State,Florida,2025-03-01,0.071113042779789
"Forsyth County, NC",County,North Carolina,2025-01-01,0.0652895637119112
"Forsyth County, NC",County,North Carolina,2025-02-01,0.0675763768003398
"Forsyth County, NC",County,North Carolina,2025-03-01,0.0696279428355074
"Fort Bend County, TX",County,Texas,2025-01-01,0.0719610575778176
"Fort Bend County, TX",County,Texas,2025-02-01,0.0729282120587527
"Fort Bend County, TX",County,Texas,2025-03-01,0.0734999348057792
"Fort Collins, CO",Metro,Colorado,2025-01-01,0.0898691670980166
"Fort Collins, CO",Metro,Colorado,2025-02-01,0.0946076598061812
"Fort Collins, CO",Metro,Colorado,2025-03-01,0.0953023663807761
"Fort Lauderdale, FL",City,Florida,2025-01-01,0.0669711493758009
"Fort Lauderdale, FL",City,Florida,2025-02-01,0.0660037793918663
"Fort Lauderdale, FL",City,Florida,2025-03-01,0.0651478223062313
"Fort Myers, FL",City,Florida,2025-01-01,0.0949907827774529
"Fort Myers, FL",City,Florida,2025-02-01,0.0873133135200621
"Fort Myers, FL",City,Florida,2025-03-01,0.0844172426409213
"Fort Worth, TX",City,Texas,2025-01-01,0.0981274037039733
"Fort Worth, TX",City,Texas,2025-02-01,0.0982066348227443
"Fort Worth, TX",City,Texas,2025-03-01,0.0975062096492881
"Franklin County, OH",County,Ohio,2025-01-01,0.0570275312770876
"Franklin County, OH",County,Ohio,2025-02-01,0.0551628390693251
"Franklin County, OH",County,Ohio,2025-03-01,0.0544593282961583
"Frederick County, MD",County,Maryland,2025-01-01,0.0518517670054884
"Frederick County, MD",County,Maryland,2025-02-01,0.057032804874488
"Frederick County, MD",County,Maryland,2025-03-01,0.0663234458135325
"Fremont, CA",City,California,2025-01-01,0.0518710104626317
"Fremont, CA",City,California,2025-02-01,0.04868274324092
"Fremont, CA",City,California,2025-03-01,0.0470360906131962
"Frisco, TX",City,Texas,2025-01-01,0.0786322968681331
"Frisco, TX",City,Texas,2025-02-01,0.078819572805351
"Frisco, TX",City,Texas,2025-03-01,0.0787749676818272
"Fulton County, GA",County,Georgia,2025-01-01,0.0774816921222261
"Fulton County, GA",County,Georgia,2025-02-01,0.0768220559181949
"Fulton County, GA",County,Georgia,2025-03-01,0.0773232196294963
"Galveston County, TX",County,Texas,2025-01-01,0.0701036570804518
"Galveston County, TX",County,Texas,2025-02-01,0.0697016069103396
"Galveston County, TX",County,Texas,2025-03-01,0.0698369745078808
"Garland, TX",City,Texas,2025-01-01,0.0762358308054857
"Garland, TX",City,Texas,2025-02-01,0.0758703618543225
"Garland, TX",City,Texas,2025-03-01,0.0765872125569881
Georgia,State,Georgia,2025-01-01,0.0775463749542349
Georgia,State,Georgia,2025-02-01,0.0771393891102531
Georgia,State,Georgia,2025-03-01,0.0771663851385728
"Gilbert, AZ",City,Arizona,2025-01-01,0.080740887104137
"Gilbert, AZ",City,Arizona,2025-02-01,0.0805535783447932
"Gilbert, AZ",City,Arizona,2025-03-01,0.0815344503520227
"Glendale, AZ",City,Arizona,2025-01-01,0.0779613120674301
"Glendale, AZ",City,Arizona,2025-02-01,0.0794565728357379
"Glendale, AZ",City,Arizona,2025-03-01,0.0786790292018915
"Grand Forks County, ND",County,North Dakota,2025-01-01,0.0410123439268526
"Grand Forks County, ND",County,North Dakota,2025-02-01,0.0388628638777372
"Grand Forks County, ND",County,North Dakota,2025-03-01,0.0374048295242459
"Grand Forks, ND",City,North Dakota,2025-01-01,0.0410123439268526
"Grand Forks, ND",City,North Dakota,2025-02-01,0.0388628638777372
"Grand Forks, ND",City,North Dakota,2025-03-01,0.0374048295242459
"Grand Forks, ND-MN",Metro,North Dakota,2025-01-01,0.0422961204921271
"Grand Forks, ND-MN",Metro,North Dakota,2025-02-01,0.041044044496528
"Grand Forks, ND-MN",Metro,North Dakota,2025-03-01,0.0398077021779512
"Grand Prairie, TX",City,Texas,2025-01-01,0.0814703582832252
"Grand Prairie, TX",City,Texas,2025-02-01,0.0830853705974834
"Grand Prairie, TX",City,Texas,2025-03-01,0.0842357810639034
"Grand Rapids-Kentwood, MI",Metro,Michigan,2025-01-01,0.0796828795142657
"Grand Rapids-Kentwood, MI",Metro,Michigan,2025-02-01,0.0744579481721742
"Grand Rapids-Kentwood, MI",Metro,Michigan,2025-03-01,0.0709923360682243
"Greensboro, NC",City,North Carolina,2025-01-01,0.0696052519016949
"Greensboro, NC",City,North Carolina,2025-02-01,0.0678651030893374
"Greensboro, NC",City,North Carolina,2025-03-01,0.0649297910337446
"Greensboro-High Point, NC",Metro,North Carolina,2025-01-01,0.0685406662178572
"Greensboro-High Point, NC",Metro,North Carolina,2025-02-01,0.0674037755978888
"Greensboro-High Point, NC",Metro,North Carolina,2025-03-01,0.0654716572753635
"Greenville County, SC",County,South Carolina,2025-01-01,0.065411904970474
"Greenville County, SC",County,South Carolina,2025-02-01,0.0652985710320485
"Greenville County, SC",County,South Carolina,2025-03-01,0.0678473104431183
"Greenville, SC",City,South Carolina,2025-01-01,0.062914072780502
"Greenville, SC",City,South Carolina,2025-02-01,0.0608222739598635
"Greenville, SC",City,South Carolina,2025-03-01,0.064801917057742
"Greenville-Anderson, SC",Metro,South Carolina,2025-01-01,0.0660179682097901
"Greenville-Anderson, SC",Metro,South Carolina,2025-02-01,0.0660935129360549
"Greenville-Anderson, SC",Metro,South Carolina,2025-03-01,0.0681867230034897
"Gresham, OR",City,Oregon,2025-01-01,0.0493934915926466
"Gresham, OR",City,Oregon,2025-02-01,0.0482850189413796
"Gresham, OR",City,Oregon,2025-03-01,0.0477983650102181
"Guilford County, NC",County,North Carolina,2025-01-01,0.0682576540399111
"Guilford County, NC",County,North Carolina,2025-02-01,0.0670624553610277
"Guilford County, NC",County,North Carolina,2025-03-01,0.0650896503248464
"Gwinnett County, GA",County,Georgia,2025-01-01,0.0691285646125692
"Gwinnett County, GA",County,Georgia,2025-02-01,0.0693001504586595
"Gwinnett County, GA",County,Georgia,2025-03-01,0.0697684348449305
"Hamilton County, IN",County,Indiana,2025-01-01,0.094600182821486
"Hamilton County, IN",County,Indiana,2025-02-01,0.0936951777914398
"Hamilton County, IN",County,Indiana,2025-03-01,0.091971096188407
"Hamilton County, OH",County,Ohio,2025-01-01,0.0591388423095641
"Hamilton County, OH",County,Ohio,2025-02-01,0.0587629963475673
"Hamilton County, OH",County,Ohio,2025-03-01,0.0562372949703038
"Hamilton County, TN",County,Tennessee,2025-01-01,0.0651145567833112
"Hamilton County, TN",County,Tennessee,2025-02-01,0.0671670830814093
"Hamilton County, TN",County,Tennessee,2025-03-01,0.0697725849717558
"Harris County, TX",County,Texas,2025-01-01,0.0788592861484058
"Harris County, TX",County,Texas,2025-02-01,0.0801774686628197
"Harris County, TX",County,Texas,2025-03-01,0.0820003230870465
"Hartford County, CT",County,Connecticut,2025-01-01,0.0529275488170755
"Hartford County, CT",County,Connecticut,2025-02-01,0.05484431641127
"Hartford County, CT",County,Connecticut,2025-03-01,0.0559459857249563
"Hartford-East Hartford-Middletown, CT",Metro,Connecticut,2025-01-01,0.0565876092858294
"Hartford-East Hartford-Middletown, CT",Metro,Connecticut,2025-02-01,0.0540646558872794
"Hartford-East Hartford-Middletown, CT",Metro,Connecticut,2025-03-01,0.0496290133029695
"Hays County, TX",County,Texas,2025-01-01,0.106136142858617
"Hays County, TX",County,Texas,2025-02-01,0.0983704806747486
"Hays County, TX",County,Texas,2025-03-01,0.0920445884820395
"Henderson, NV",City,Nevada,2025-01-01,0.0666921421289633
"Henderson, NV",City,Nevada,2025-02-01,0.0658551428041629
"Henderson, NV",City,Nevada,2025-03-01,0.06465542961391
"Hennepin County, MN",County,Minnesota,2025-01-01,0.0752802893212464
"Hennepin County, MN",County,Minnesota,2025-02-01,0.0744532327940182
"Hennepin County, MN",County,Minnesota,2025-03-01,0.0749858779747523
"Hillsborough County, FL",County,Florida,2025-01-01,0.0665091803339879
"Hillsborough County, FL",County,Florida,2025-02-01,0.0663008888219249
"Hillsborough County, FL",County,Florida,2025-03-01,0.0677149224051406
"Horry County, SC",County,South Carolina,2025-01-01,0.08981116071329
"Horry County, SC",County,South Carolina,2025-02-01,0.0857381159833797
"Horry County, SC",County,South Carolina,2025-03-01,0.0824804883326529
"Houston, TX",City,Texas,2025-01-01,0.0776710468466595
"Houston, TX",City,Texas,2025-02-01,0.0789094260991286
"Houston, TX",City,Texas,2025-03-01,0.080699303927181
"Houston-The Woodlands-Sugar Land, TX",Metro,Texas,2025-01-01,0.0790472784728292
"Houston-The Woodlands-Sugar Land, TX",Metro,Texas,2025-02-01,0.0802230455627842
"Houston-The Woodlands-Sugar Land, TX",Metro,Texas,2025-03-01,0.0816920515065021
"Howard County, MD",County,Maryland,2025-01-01,0.0542013891471481
"Howard County, MD",County,Maryland,2025-02-01,0.0522042305038734
"Howard County, MD",County,Maryland,2025-03-01,0.0507020217612364
"Hudson County, NJ",County,New Jersey,2025-01-01,0.0579932459725381
"Hudson County, NJ",County,New Jersey,2025-02-01,0.0558389271523471
"Hudson County, NJ",County,New Jersey,2025-03-01,0.0547401422620448
"Huntsville, AL",Metro,Alabama,2025-01-01,0.0966618028347328
"Huntsville, AL",City,Alabama,2025-01-01,0.0846128308980255
"Huntsville, AL",Metro,Alabama,2025-02-01,0.0945924611754462
"Huntsville, AL",City,Alabama,2025-02-01,0.0825608034659581
"Huntsville, AL",Metro,Alabama,2025-03-01,0.0945746880991325
"Huntsville, AL",City,Alabama,2025-03-01,0.0817009164816567
Idaho,State,Idaho,2025-01-01,0.0703783038820732
Idaho,State,Idaho,2025-02-01,0.0692461738912579
Idaho,State,Idaho,2025-03-01,0.0696518706452336
Illinois,State,Illinois,2025-01-01,0.0497585453092334
Illinois,State,Illinois,2025-02-01,0.0493777964917968
Illinois,State,Illinois,2025-03-01,0.0488793241415304
Indiana,State,Indiana,2025-01-01,0.0561510651885746
Indiana,State,Indiana,2025-02-01,0.0573705315114284
Indiana,State,Indiana,2025-03-01,0.0579921661340073
"Indianapolis, IN",City,Indiana,2025-01-01,0.0542535609021562
"Indianapolis, IN",City,Indiana,2025-02-01,0.0552177228043693
"Indianapolis, IN",City,Indiana,2025-03-01,0.0555181637456573
"Indianapolis-Carmel-Anderson, IN",Metro,Indiana,2025-01-01,0.0611410974187117
"Indianapolis-Carmel-Anderson, IN",Metro,Indiana,2025-02-01,0.0619976430594238
"Indianapolis-Carmel-Anderson, IN",Metro,Indiana,2025-03-01,0.0622077935354396
Iowa,State,Iowa,2025-01-01,0.0693161258741494
Iowa,State,Iowa,2025-02-01,0.0714126675663266
Iowa,State,Iowa,2025-03-01,0.0730182229456678
"Irving, TX",City,Texas,2025-01-01,0.0819689672713056
"Irving, TX",City,Texas,2025-02-01,0.0793560613152233
"Irving, TX",City,Texas,2025-03-01,0.077593757581556
"Jackson County, MO",County,Missouri,2025-01-01,0.0798268998394369
"Jackson County, MO",County,Missouri,2025-02-01,0.0793755751580933
"Jackson County, MO",County,Missouri,2025-03-01,0.0791114588996391
"Jackson, MS",Metro,Mississippi,2025-01-01,0.0623758990403636
"Jackson, MS",Metro,Mississippi,2025-02-01,0.0624778494151765
"Jackson, MS",Metro,Mississippi,2025-03-01,0.0630654184925633
"Jacksonville, FL",Metro,Florida,2025-01-01,0.0731359311175009
"Jacksonville, FL",City,Florida,2025-01-01,0.0728772536489648
"Jacksonville, FL",Metro,Florida,2025-02-01,0.0743628415167599
"Jacksonville, FL",City,Florida,2025-02-01,0.0724200784200018
"Jacksonville, FL",Metro,Florida,2025-03-01,0.0748580255602604
"Jacksonville, FL",City,Florida,2025-03-01,0.0708322726845817
"Jefferson County, AL",County,Alabama,2025-01-01,0.114601046054376
"Jefferson County, AL",County,Alabama,2025-02-01,0.115818987049025
"Jefferson County, AL",County,Alabama,2025-03-01,0.116493075274937
"Jefferson County, CO",County,Colorado,2025-01-01,0.0754066591017684
"Jefferson County, CO",County,Colorado,2025-02-01,0.0749285995002994
"Jefferson County, CO",County,Colorado,2025-03-01,0.074388261254598
"Jefferson County, KY",County,Kentucky,2025-01-01,0.0649090994971332
"Jefferson County, KY",County,Kentucky,2025-02-01,0.0640798681259019
"Jefferson County, KY",County,Kentucky,2025-03-01,0.0641702218144397
"Jersey City, NJ",City,New Jersey,2025-01-01,0.0489438271184607
"Jersey City, NJ",City,New Jersey,2025-02-01,0.0461822471183206
"Jersey City, NJ",City,New Jersey,2025-03-01,0.0440111948235239
"Johnson County, KS",County,Kansas,2025-01-01,0.0560940897503991
"Johnson County, KS",County,Kansas,2025-02-01,0.055707629725297
"Johnson County, KS",County,Kansas,2025-03-01,0.0545780706699368
Kansas,State,Kansas,2025-01-01,0.0571418892688485
Kansas,State,Kansas,2025-02-01,0.0572989557722084
Kansas,State,Kansas,2025-03-01,0.0565924270104492
"Kansas City, MO",City,Missouri,2025-01-01,0.0741575039337088
"Kansas City, MO",City,Missouri,2025-02-01,0.0738530488187134
"Kansas City, MO",City,Missouri,2025-03-01,0.0732385559389066
"Kansas City, MO-KS",Metro,Missouri,2025-01-01,0.066201514729504
"Kansas City, MO-KS",Metro,Missouri,2025-02-01,0.066693254158941
"Kansas City, MO-KS",Metro,Missouri,2025-03-01,0.0665320904612569
"Katy, TX",City,Texas,2025-01-01,0.0880729695922417
"Katy, TX",City,Texas,2025-02-01,0.0890677452087654
"Katy, TX",City,Texas,2025-03-01,0.090188259886145
"Kennewick-Richland, WA",Metro,Washington,2025-01-01,0.0691885420388181
"Kennewick-Richland, WA",Metro,Washington,2025-02-01,0.0693473186433156
"Kennewick-Richland, WA",Metro,Washington,2025-03-01,0.069588241194248
"Kent County, MI",County,Michigan,2025-01-01,0.0804595297244442
"Kent County, MI",County,Michigan,2025-02-01,0.0750110137962043
"Kent County, MI",County,Michigan,2025-03-01,0.0719407593352261
"Kent, WA",City,Washington,2025-01-01,0.0607408974465133
"Kent, WA",City,Washington,2025-02-01,0.061312452125612
"Kent, WA",City,Washington,2025-03-01,0.0605810416756818
Kentucky,State,Kentucky,2025-01-01,0.0590016322220243
Kentucky,State,Kentucky,2025-02-01,0.0589006105695444
Kentucky,State,Kentucky,2025-03-01,0.0594110548255422
"Killeen-Temple, TX",Metro,Texas,2025-01-01,0.074943365676083
"Killeen-Temple, TX",Metro,Texas,2025-02-01,0.0740715550606583
"Killeen-Temple, TX",Metro,Texas,2025-03-01,0.0743657248890765
"King County, WA",County,Washington,2025-01-01,0.0606426689492004
"King County, WA",County,Washington,2025-02-01,0.0600690695230431
"King County, WA",County,Washington,2025-03-01,0.0592387105387182
"Kirkland, WA",City,Washington,2025-01-01,0.0615008440061468
"Kirkland, WA",City,Washington,2025-02-01,0.060212272478729
"Kirkland, WA",City,Washington,2025-03-01,0.057403735236378
"Kissimmee, FL",City,Florida,2025-01-01,0.0818125532114736
"Kissimmee, FL",City,Florida,2025-02-01,0.0828141946834106
"Kissimmee, FL",City,Florida,2025-03-01,0.0825024333667627
"Knox County, TN",County,Tennessee,2025-01-01,0.0556021163978975
"Knox County, TN",County,Tennessee,2025-02-01,0.0570268778264323
"Knox County, TN",County,Tennessee,2025-03-01,0.0579783188593858
"Knoxville, TN",Metro,Tennessee,2025-01-01,0.0573141932135572
"Knoxville, TN",City,Tennessee,2025-01-01,0.0548037239836774
"Knoxville, TN",Metro,Tennessee,2025-02-01,0.0590278751250324
"Knoxville, TN",City,Tennessee,2025-02-01,0.0560746702828578
"Knoxville, TN",Metro,Tennessee,2025-03-01,0.060024833701798
"Knoxville, TN",City,Tennessee,2025-03-01,0.0570571778650331
"Lakeland-Winter Haven, FL",Metro,Florida,2025-01-01,0.0854743659582457
"Lakeland-Winter Haven, FL",Metro,Florida,2025-02-01,0.0843007277072463
"Lakeland-Winter Haven, FL",Metro,Florida,2025-03-01,0.0861854205291403
"Lakewood, CO",City,Colorado,2025-01-01,0.0742878855101855
"Lakewood, CO",City,Colorado,2025-02-01,0.0736086536883864
"Lakewood, CO",City,Colorado,2025-03-01,0.0728122835585094
"Lancaster County, NE",County,Nebraska,2025-01-01,0.0402430213803928
"Lancaster County, NE",County,Nebraska,2025-02-01,0.0388127483840593
"Lancaster County, NE",County,Nebraska,2025-03-01,0.0372987613434548
"Larimer County, CO",County,Colorado,2025-01-01,0.0898691670980166
"Larimer County, CO",County,Colorado,2025-02-01,0.0946076598061812
"Larimer County, CO",County,Colorado,2025-03-01,0.0953023663807761
"Las Vegas, NV",City,Nevada,2025-01-01,0.0658989030977829
"Las Vegas, NV",City,Nevada,2025-02-01,0.0671418805855142
"Las Vegas, NV",City,Nevada,2025-03-01,0.0672659206767966
"Las Vegas-Henderson-Paradise, NV",Metro,Nevada,2025-01-01,0.0659634080661512
"Las Vegas-Henderson-Paradise, NV",Metro,Nevada,2025-02-01,0.066714568644108
"Las Vegas-Henderson-Paradise, NV",Metro,Nevada,2025-03-01,0.0663617313724786
"Lawrenceville, GA",City,Georgia,2025-01-01,0.071560812646889
"Lawrenceville, GA",City,Georgia,2025-02-01,0.0733714621862018
"Lawrenceville, GA",City,Georgia,2025-03-01,0.0757150228014579
"Lee County, FL",County,Florida,2025-01-01,0.0949359112598388
"Lee County, FL",County,Florida,2025-02-01,0.0913349505868969
"Lee County, FL",County,Florida,2025-03-01,0.0907599937265438
"Lewisville, TX",City,Texas,2025-01-01,0.0823460265618773
"Lewisville, TX",City,Texas,2025-02-01,0.0837312530159366
"Lewisville, TX",City,Texas,2025-03-01,0.0839278458802641
"Lexington, KY",City,Kentucky,2025-01-01,0.0470029241031206
"Lexington, KY",City,Kentucky,2025-02-01,0.0486690692025205
"Lexington, KY",City,Kentucky,2025-03-01,0.0510381062578479
"Lexington-Fayette, KY",Metro,Kentucky,2025-01-01,0.0466996896523453
"Lexington-Fayette, KY",Metro,Kentucky,2025-02-01,0.0484641414196235
"Lexington-Fayette, KY",Metro,Kentucky,2025-03-01,0.0507676518589978
"Lincoln, NE",Metro,Nebraska,2025-01-01,0.0402430213803928
"Lincoln, NE",City,Nebraska,2025-01-01,0.0383514131824776
"Lincoln, NE",Metro,Nebraska,2025-02-01,0.0388127483840593
"Lincoln, NE",City,Nebraska,2025-02-01,0.0369335335016461
"Lincoln, NE",Metro,Nebraska,2025-03-01,0.0372987613434548
"Lincoln, NE",City,Nebraska,2025-03-01,0.0353558950389561
"Little Rock, AR",City,Arkansas,2025-01-01,0.0650609485420806
"Little Rock, AR",City,Arkansas,2025-02-01,0.0648602386961756
"Little Rock, AR",City,Arkansas,2025-03-01,0.0684293907872407
"Little Rock-North Little Rock-Conway, AR",Metro,Arkansas,2025-01-01,0.064118711299716
"Little Rock-North Little Rock-Conway, AR",Metro,Arkansas,2025-02-01,0.0643012421301809
"Little Rock-North Little Rock-Conway, AR",Metro,Arkansas,2025-03-01,0.0666905870163892
"Littleton, CO",City,Colorado,2025-01-01,0.0650285245056195
"Littleton, CO",City,Colorado,2025-02-01,0.0661682526375184
"Littleton, CO",City,Colorado,2025-03-01,0.0666918757046435
"Los Angeles County, CA",County,California,2025-01-01,0.0494843596504122
"Los Angeles County, CA",County,California,2025-02-01,0.0486635357958423
"Los Angeles County, CA",County,California,2025-03-01,0.0480696725632539
"Los Angeles, CA",City,California,2025-01-01,0.0524602976191063
"Los Angeles, CA",City,California,2025-02-01,0.0524639338256611
"Los Angeles, CA",City,California,2025-03-01,0.0528920897007034
"Los Angeles-Long Beach-Anaheim, CA",Metro,California,2025-01-01,0.0519136746826087
"Los Angeles-Long Beach-Anaheim, CA",Metro,California,2025-02-01,0.0510516657824569
"Los Angeles-Long Beach-Anaheim, CA",Metro,California,2025-03-01,0.0505007056930899
Louisiana,State,Louisiana,2025-01-01,0.0655451853943085
Louisiana,State,Louisiana,2025-02-01,0.0659024357007797
Louisiana,State,Louisiana,2025-03-01,0.0653912167952692
"Louisville, KY",City,Kentucky,2025-01-01,0.0652829854997819
"Louisville, KY",City,Kentucky,2025-02-01,0.0643922891014102
"Louisville, KY",City,Kentucky,2025-03-01,0.0644403819125689
"Louisville/Jefferson County, KY-IN",Metro,Kentucky,2025-01-01,0.0640857335948
"Louisville/Jefferson County, KY-IN",Metro,Kentucky,2025-02-01,0.0636973235719557
"Louisville/Jefferson County, KY-IN",Metro,Kentucky,2025-03-01,0.0638931930512407
"Macomb County, MI",County,Michigan,2025-01-01,0.0504449845213604
"Macomb County, MI",County,Michigan,2025-02-01,0.0463384360898227
"Macomb County, MI",County,Michigan,2025-03-01,0.0448318709155742
"Madison County, AL",County,Alabama,2025-01-01,0.0922010316874475
"Madison County, AL",County,Alabama,2025-02-01,0.089946143819885
"Madison County, AL",County,Alabama,2025-03-01,0.0898995722193993
"Madison, WI",Metro,Wisconsin,2025-01-01,0.0616309791044408
"Madison, WI",Metro,Wisconsin,2025-02-01,0.0631367303335907
"Madison, WI",Metro,Wisconsin,2025-03-01,0.0656539530264865
"Manatee County, FL",County,Florida,2025-01-01,0.0725373099124535
"Manatee County, FL",County,Florida,2025-02-01,0.0729151403404793
"Manatee County, FL",County,Florida,2025-03-01,0.0749732483815775
"Maricopa County, AZ",County,Arizona,2025-01-01,0.076339585626785
"Maricopa County, AZ",County,Arizona,2025-02-01,0.0767925619027002
"Maricopa County, AZ",County,Arizona,2025-03-01,0.0774086032681466
"Marietta, GA",City,Georgia,2025-01-01,0.0645389719132305
"Marietta, GA",City,Georgia,2025-02-01,0.0673466709820343
"Marietta, GA",City,Georgia,2025-03-01,0.069476773142824
"Marion County, IN",County,Indiana,2025-01-01,0.0545280986706956
"Marion County, IN",County,Indiana,2025-02-01,0.0556752234998611
"Marion County, IN",County,Indiana,2025-03-01,0.0560083244828354
Maryland,State,Maryland,2025-01-01,0.0515478085918321
Maryland,State,Maryland,2025-02-01,0.0526663253989045
Maryland,State,Maryland,2025-03-01,0.0537037338816112
Massachusetts,State,Massachusetts,2025-01-01,0.0534706175908236
Massachusetts,State,Massachusetts,2025-02-01,0.0529652939981831
Massachusetts,State,Massachusetts,2025-03-01,0.0527970688717589
"McKinney, TX",City,Texas,2025-01-01,0.0763522871828311
"McKinney, TX",City,Texas,2025-02-01,0.0789415374798571
"McKinney, TX",City,Texas,2025-03-01,0.0801650058279045
"Mecklenburg County, NC",County,North Carolina,2025-01-01,0.0837778429157319
"Mecklenburg County, NC",County,North Carolina,2025-02-01,0.0848290583869988
"Mecklenburg County, NC",County,North Carolina,2025-03-01,0.0857347863587476
"Memphis, TN",City,Tennessee,2025-01-01,0.0901110828874607
"Memphis, TN",City,Tennessee,2025-02-01,0.0883068568537722
"Memphis, TN",City,Tennessee,2025-03-01,0.0864264613466776
"Memphis, TN-MS-AR",Metro,Tennessee,2025-01-01,0.0876978038386119
"Memphis, TN-MS-AR",Metro,Tennessee,2025-02-01,0.0863845448410159
"Memphis, TN-MS-AR",Metro,Tennessee,2025-03-01,0.0843506022459562
"Mesa, AZ",City,Arizona,2025-01-01,0.0692709877276684
"Mesa, AZ",City,Arizona,2025-02-01,0.0713189206780393
"Mesa, AZ",City,Arizona,2025-03-01,0.0724208967421368
"Miami, FL",City,Florida,2025-01-01,0.0607504005526874
"Miami, FL",City,Florida,2025-02-01,0.0598923003949598
"Miami, FL",City,Florida,2025-03-01,0.059164649705315
"Miami-Dade County, FL",County,Florida,2025-01-01,0.0571963028514367
"Miami-Dade County, FL",County,Florida,2025-02-01,0.0563790029873342
"Miami-Dade County, FL",County,Florida,2025-03-01,0.0559599447831862
"Miami-Fort Lauderdale-Pompano Beach, FL",Metro,Florida,2025-01-01,0.0574137428979929
"Miami-Fort Lauderdale-Pompano Beach, FL",Metro,Florida,2025-02-01,0.057205120913445
"Miami-Fort Lauderdale-Pompano Beach, FL",Metro,Florida,2025-03-01,0.0576663724932111
Michigan,State,Michigan,2025-01-01,0.0573480815015032
Michigan,State,Michigan,2025-02-01,0.0555537076859703
Michigan,State,Michigan,2025-03-01,0.0538507734333041
"Middlesex County, MA",County,Massachusetts,2025-01-01,0.051731757588513
"Middlesex County, MA",County,Massachusetts,2025-02-01,0.0520581724463389
"Middlesex County, MA",County,Massachusetts,2025-03-01,0.0521280796014449
"Middlesex County, NJ",County,New Jersey,2025-01-01,0.0350954062304805
"Middlesex County, NJ",County,New Jersey,2025-02-01,0.035796909867481
"Middlesex County, NJ",County,New Jersey,2025-03-01,0.0362812758531563
"Midland County, TX",County,Texas,2025-01-01,0.0597958038566704
"Midland County, TX",County,Texas,2025-02-01,0.0596862422712377
"Midland County, TX",County,Texas,2025-03-01,0.0605825107540988
"Midland, TX",Metro,Texas,2025-01-01,0.0597958038566704
"Midland, TX",City,Texas,2025-01-01,0.0601105240625053
"Midland, TX",Metro,Texas,2025-02-01,0.0596862422712377
"Midland, TX",City,Texas,2025-02-01,0.0599201760488596
"Midland, TX",Metro,Texas,2025-03-01,0.0605825107540988
"Midland, TX",City,Texas,2025-03-01,0.0608390149382999
"Milwaukee County, WI",County,Wisconsin,2025-01-01,0.0800858478542484
"Milwaukee County, WI",County,Wisconsin,2025-02-01,0.0768336925081229
"Milwaukee County, WI",County,Wisconsin,2025-03-01,0.0731438946041847
"Milwaukee, WI",City,Wisconsin,2025-01-01,0.117466706787171
"Milwaukee, WI",City,Wisconsin,2025-02-01,0.113605866074398
"Milwaukee, WI",City,Wisconsin,2025-03-01,0.10877573744537
"Milwaukee-Waukesha, WI",Metro,Wisconsin,2025-01-01,0.0761617286244031
"Milwaukee-Waukesha, WI",Metro,Wisconsin,2025-02-01,0.0728353797500121
"Milwaukee-Waukesha, WI",Metro,Wisconsin,2025-03-01,0.0694752337063349
"Minneapolis, MN",City,Minnesota,2025-01-01,0.0857740010967271
"Minneapolis, MN",City,Minnesota,2025-02-01,0.0838010268725566
