area_name,fips,state,studio_rent,one_bed_rent,two_bed_rent,three_bed_rent,four_bed_rent,private_studio_rent,private_one_bed_rent,private_two_bed_rent,private_three_bed_rent,private_four_bed_rent
"Washington County, ME",2302915920,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302916410,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302916865,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302917355,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302919870,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302920960,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302921730,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302928660,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302931530,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302935905,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302936010,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302941610,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302941960,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302942100,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302943640,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302944760,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302945600,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302951375,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302953500,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302957082,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302957090,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302957780,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302958165,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302961035,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302963275,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302963940,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302974125,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302975770,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302976895,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302978675,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302979375,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302981685,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302985185,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"Washington County, ME",2302985290,23.0,590,594,782,974,1059,649.0,683.0999999999999,922.76,1168.8,1291.98
"York County, ME (part) HUD Metro FMR Area",2303100275,23.0,803,837,1051,1310,1507,883.3000000000001,962.55,1240.1799999999998,1572.0,1838.54
"York County, ME (part) HUD Metro FMR Area",2303100730,23.0,803,837,1051,1310,1507,883.3000000000001,962.55,1240.1799999999998,1572.0,1838.54
"York County, ME (part) HUD Metro FMR Area",2303101605,23.0,803,837,1051,1310,1507,883.3000000000001,962.55,1240.1799999999998,1572.0,1838.54
"York County, ME (part) HUD Metro FMR Area",2303104860,23.0,803,837,1051,1310,1507,883.3000000000001,962.55,1240.1799999999998,1572.0,1838.54
"York County, ME (part) HUD Metro FMR Area",2303114485,23.0,803,837,1051,1310,1507,883.3000000000001,962.55,1240.1799999999998,1572.0,1838.54
"York County, ME (part) HUD Metro FMR Area",2303116725,23.0,803,837,1051,1310,1507,883.3000000000001,962.55,1240.1799999999998,1572.0,1838.54
"York County, ME (part) HUD Metro FMR Area",2303136535,23.0,803,837,1051,1310,1507,883.3000000000001,962.55,1240.1799999999998,1572.0,1838.54
"York County, ME (part) HUD Metro FMR Area",2303136745,23.0,803,837,1051,1310,1507,883.3000000000001,962.55,1240.1799999999998,1572.0,1838.54
"York County, ME (part) HUD Metro FMR Area",2303138425,23.0,803,837,1051,1310,1507,883.3000000000001,962.55,1240.1799999999998,1572.0,1838.54
"York County, ME (part) HUD Metro FMR Area",2303139195,23.0,803,837,1051,1310,1507,883.3000000000001,962.55,1240.1799999999998,1572.0,1838.54
"York County, ME (part) HUD Metro FMR Area",2303141750,23.0,803,837,1051,1310,1507,883.3000000000001,962.55,1240.1799999999998,1572.0,1838.54
"York County, ME (part) HUD Metro FMR Area",2303148750,23.0,803,837,1051,1310,1507,883.3000000000001,962.55,1240.1799999999998,1572.0,1838.54
"York County, ME (part) HUD Metro FMR Area",2303150325,23.0,803,837,1051,1310,1507,883.3000000000001,962.55,1240.1799999999998,1572.0,1838.54
"York County, ME (part) HUD Metro FMR Area",2303154980,23.0,803,837,1051,1310,1507,883.3000000000001,962.55,1240.1799999999998,1572.0,1838.54
"York County, ME (part) HUD Metro FMR Area",2303156870,23.0,803,837,1051,1310,1507,883.3000000000001,962.55,1240.1799999999998,1572.0,1838.54
"York County, ME (part) HUD Metro FMR Area",2303164675,23.0,803,837,1051,1310,1507,883.3000000000001,962.55,1240.1799999999998,1572.0,1838.54
"York County, ME (part) HUD Metro FMR Area",2303165725,,803,837,1051,1310,1507,883.3000000000001,962.55,1240.1799999999998,1572.0,1838.54
"York County, ME (part) HUD Metro FMR Area",2303167475,23.0,803,837,1051,1310,1507,883.3000000000001,962.55,1240.1799999999998,1572.0,1838.54
"York County, ME (part) HUD Metro FMR Area",2303180530,23.0,803,837,1051,1310,1507,883.3000000000001,962.55,1240.1799999999998,1572.0,1838.54
"York County, ME (part) HUD Metro FMR Area",2303181475,23.0,803,837,1051,1310,1507,883.3000000000001,962.55,1240.1799999999998,1572.0,1838.54
"Caroline County, MD",2401199999,24.0,727,732,964,1263,1514,799.7,841.8,1137.52,1515.6,1847.08
"Dorchester County, MD",2401999999,24.0,783,784,917,1268,1393,861.3000000000001,901.5999999999999,1082.06,1521.6,1699.46
"Garrett County, MD",2402399999,24.0,477,588,732,1039,1285,524.7,676.1999999999999,863.76,1246.8,1567.7
"Kent County, MD",2402999999,24.0,775,781,1028,1416,1526,852.5000000000001,898.15,1213.04,1699.2,1861.72
"Somerset County, MD HUD Metro FMR Area",2403999999,24.0,501,647,740,1030,1151,551.1,744.05,873.1999999999999,1236.0,1404.22
"Talbot County, MD",2404199999,24.0,862,883,1163,1534,1975,948.2,1015.4499999999999,1372.34,1840.8,2409.5
"Worcester County, MD HUD Metro FMR Area",2404799999,24.0,658,735,972,1257,1616,723.8000000000001,845.2499999999999,1146.96,1508.3999999999999,1971.52
"Berkshire County, MA (part) HUD Metro FMR Area",2500300975,25.0,867,872,1108,1381,1510,953.7,1002.8,1307.4399999999998,1657.2,1842.2
"Berkshire County, MA (part) HUD Metro FMR Area",2500304545,25.0,867,872,1108,1381,1510,953.7,1002.8,1307.4399999999998,1657.2,1842.2
"Berkshire County, MA (part) HUD Metro FMR Area",2500314010,25.0,867,872,1108,1381,1510,953.7,1002.8,1307.4399999999998,1657.2,1842.2
"Berkshire County, MA (part) HUD Metro FMR Area",2500321360,25.0,867,872,1108,1381,1510,953.7,1002.8,1307.4399999999998,1657.2,1842.2
"Berkshire County, MA (part) HUD Metro FMR Area",2500324120,25.0,867,872,1108,1381,1510,953.7,1002.8,1307.4399999999998,1657.2,1842.2
"Berkshire County, MA (part) HUD Metro FMR Area",2500326815,25.0,867,872,1108,1381,1510,953.7,1002.8,1307.4399999999998,1657.2,1842.2
"Berkshire County, MA (part) HUD Metro FMR Area",2500328180,25.0,867,872,1108,1381,1510,953.7,1002.8,1307.4399999999998,1657.2,1842.2
"Berkshire County, MA (part) HUD Metro FMR Area",2500342460,25.0,867,872,1108,1381,1510,953.7,1002.8,1307.4399999999998,1657.2,1842.2
"Berkshire County, MA (part) HUD Metro FMR Area",2500343300,25.0,867,872,1108,1381,1510,953.7,1002.8,1307.4399999999998,1657.2,1842.2
"Berkshire County, MA (part) HUD Metro FMR Area",2500344385,25.0,867,872,1108,1381,1510,953.7,1002.8,1307.4399999999998,1657.2,1842.2
"Berkshire County, MA (part) HUD Metro FMR Area",2500345420,25.0,867,872,1108,1381,1510,953.7,1002.8,1307.4399999999998,1657.2,1842.2
"Berkshire County, MA (part) HUD Metro FMR Area",2500346225,25.0,867,872,1108,1381,1510,953.7,1002.8,1307.4399999999998,1657.2,1842.2
"Berkshire County, MA (part) HUD Metro FMR Area",2500351580,25.0,867,872,1108,1381,1510,953.7,1002.8,1307.4399999999998,1657.2,1842.2
"Berkshire County, MA (part) HUD Metro FMR Area",2500353050,25.0,867,872,1108,1381,1510,953.7,1002.8,1307.4399999999998,1657.2,1842.2
"Berkshire County, MA (part) HUD Metro FMR Area",2500359665,25.0,867,872,1108,1381,1510,953.7,1002.8,1307.4399999999998,1657.2,1842.2
"Berkshire County, MA (part) HUD Metro FMR Area",2500360225,25.0,867,872,1108,1381,1510,953.7,1002.8,1307.4399999999998,1657.2,1842.2
"Berkshire County, MA (part) HUD Metro FMR Area",2500361065,25.0,867,872,1108,1381,1510,953.7,1002.8,1307.4399999999998,1657.2,1842.2
"Berkshire County, MA (part) HUD Metro FMR Area",2500371095,25.0,867,872,1108,1381,1510,953.7,1002.8,1307.4399999999998,1657.2,1842.2
"Berkshire County, MA (part) HUD Metro FMR Area",2500373335,25.0,867,872,1108,1381,1510,953.7,1002.8,1307.4399999999998,1657.2,1842.2
"Berkshire County, MA (part) HUD Metro FMR Area",2500377990,25.0,867,872,1108,1381,1510,953.7,1002.8,1307.4399999999998,1657.2,1842.2
"Berkshire County, MA (part) HUD Metro FMR Area",2500379985,25.0,867,872,1108,1381,1510,953.7,1002.8,1307.4399999999998,1657.2,1842.2
"Berkshire County, MA (part) HUD Metro FMR Area",2500380685,25.0,867,872,1108,1381,1510,953.7,1002.8,1307.4399999999998,1657.2,1842.2
"Dukes County, MA",2500701585,25.0,1126,1518,1728,2153,2390,1238.6000000000001,1745.6999999999998,2039.04,2583.6,2915.7999999999997
"Dukes County, MA",2500713800,25.0,1126,1518,1728,2153,2390,1238.6000000000001,1745.6999999999998,2039.04,2583.6,2915.7999999999997
"Dukes County, MA",2500721150,25.0,1126,1518,1728,2153,2390,1238.6000000000001,1745.6999999999998,2039.04,2583.6,2915.7999999999997
"Dukes County, MA",2500726325,25.0,1126,1518,1728,2153,2390,1238.6000000000001,1745.6999999999998,2039.04,2583.6,2915.7999999999997
"Dukes County, MA",2500750390,25.0,1126,1518,1728,2153,2390,1238.6000000000001,1745.6999999999998,2039.04,2583.6,2915.7999999999997
"Dukes County, MA",2500769940,25.0,1126,1518,1728,2153,2390,1238.6000000000001,1745.6999999999998,2039.04,2583.6,2915.7999999999997
"Dukes County, MA",2500778235,25.0,1126,1518,1728,2153,2390,1238.6000000000001,1745.6999999999998,2039.04,2583.6,2915.7999999999997
"Franklin County, MA HUD Nonmetro FMR Area",2501102095,25.0,842,859,1095,1467,1577,926.2,987.8499999999999,1292.1,1760.3999999999999,1923.94
"Franklin County, MA HUD Nonmetro FMR Area",2501105560,25.0,842,859,1095,1467,1577,926.2,987.8499999999999,1292.1,1760.3999999999999,1923.94
"Franklin County, MA HUD Nonmetro FMR Area",2501109595,25.0,842,859,1095,1467,1577,926.2,987.8499999999999,1292.1,1760.3999999999999,1923.94
"Franklin County, MA HUD Nonmetro FMR Area",2501112505,25.0,842,859,1095,1467,1577,926.2,987.8499999999999,1292.1,1760.3999999999999,1923.94
"Franklin County, MA HUD Nonmetro FMR Area",2501114885,25.0,842,859,1095,1467,1577,926.2,987.8499999999999,1292.1,1760.3999999999999,1923.94
"Franklin County, MA HUD Nonmetro FMR Area",2501115200,25.0,842,859,1095,1467,1577,926.2,987.8499999999999,1292.1,1760.3999999999999,1923.94
"Franklin County, MA HUD Nonmetro FMR Area",2501116670,25.0,842,859,1095,1467,1577,926.2,987.8499999999999,1292.1,1760.3999999999999,1923.94
"Franklin County, MA HUD Nonmetro FMR Area",2501121780,25.0,842,859,1095,1467,1577,926.2,987.8499999999999,1292.1,1760.3999999999999,1923.94
"Franklin County, MA HUD Nonmetro FMR Area",2501125730,25.0,842,859,1095,1467,1577,926.2,987.8499999999999,1292.1,1760.3999999999999,1923.94
"Franklin County, MA HUD Nonmetro FMR Area",2501127060,25.0,842,859,1095,1467,1577,926.2,987.8499999999999,1292.1,1760.3999999999999,1923.94
"Franklin County, MA HUD Nonmetro FMR Area",2501129475,25.0,842,859,1095,1467,1577,926.2,987.8499999999999,1292.1,1760.3999999999999,1923.94
"Franklin County, MA HUD Nonmetro FMR Area",2501129650,25.0,842,859,1095,1467,1577,926.2,987.8499999999999,1292.1,1760.3999999999999,1923.94
"Franklin County, MA HUD Nonmetro FMR Area",2501135180,25.0,842,859,1095,1467,1577,926.2,987.8499999999999,1292.1,1760.3999999999999,1923.94
"Franklin County, MA HUD Nonmetro FMR Area",2501135285,25.0,842,859,1095,1467,1577,926.2,987.8499999999999,1292.1,1760.3999999999999,1923.94
"Franklin County, MA HUD Nonmetro FMR Area",2501142040,25.0,842,859,1095,1467,1577,926.2,987.8499999999999,1292.1,1760.3999999999999,1923.94
"Franklin County, MA HUD Nonmetro FMR Area",2501142285,25.0,842,859,1095,1467,1577,926.2,987.8499999999999,1292.1,1760.3999999999999,1923.94
"Franklin County, MA HUD Nonmetro FMR Area",2501145490,25.0,842,859,1095,1467,1577,926.2,987.8499999999999,1292.1,1760.3999999999999,1923.94
"Franklin County, MA HUD Nonmetro FMR Area",2501147835,25.0,842,859,1095,1467,1577,926.2,987.8499999999999,1292.1,1760.3999999999999,1923.94
"Franklin County, MA HUD Nonmetro FMR Area",2501151265,25.0,842,859,1095,1467,1577,926.2,987.8499999999999,1292.1,1760.3999999999999,1923.94
"Franklin County, MA HUD Nonmetro FMR Area",2501158335,25.0,842,859,1095,1467,1577,926.2,987.8499999999999,1292.1,1760.3999999999999,1923.94
"Franklin County, MA HUD Nonmetro FMR Area",2501161135,25.0,842,859,1095,1467,1577,926.2,987.8499999999999,1292.1,1760.3999999999999,1923.94
"Franklin County, MA HUD Nonmetro FMR Area",2501161905,25.0,842,859,1095,1467,1577,926.2,987.8499999999999,1292.1,1760.3999999999999,1923.94
"Franklin County, MA HUD Nonmetro FMR Area",2501168400,25.0,842,859,1095,1467,1577,926.2,987.8499999999999,1292.1,1760.3999999999999,1923.94
"Franklin County, MA HUD Nonmetro FMR Area",2501173265,25.0,842,859,1095,1467,1577,926.2,987.8499999999999,1292.1,1760.3999999999999,1923.94
"Franklin County, MA HUD Nonmetro FMR Area",2501174525,25.0,842,859,1095,1467,1577,926.2,987.8499999999999,1292.1,1760.3999999999999,1923.94
"Franklin County, MA HUD Nonmetro FMR Area",2501179110,25.0,842,859,1095,1467,1577,926.2,987.8499999999999,1292.1,1760.3999999999999,1923.94
"Nantucket County, MA",2501943790,25.0,1248,1305,1719,2320,2329,1372.8000000000002,1500.7499999999998,2028.4199999999998,2784.0,2841.38
"Western Worcester County, MA HUD Metro FMR Area",2502702480,25.0,726,731,963,1300,1305,798.6,840.65,1136.34,1560.0,1592.1
"Eastern Worcester County, MA HUD Metro FMR Area",2502705490,25.0,866,937,1234,1546,1921,952.6,1077.55,1456.12,1855.1999999999998,2343.62
"Eastern Worcester County, MA HUD Metro FMR Area",2502706015,25.0,866,937,1234,1546,1921,952.6,1077.55,1456.12,1855.1999999999998,2343.62
"Eastern Worcester County, MA HUD Metro FMR Area",2502706365,25.0,866,937,1234,1546,1921,952.6,1077.55,1456.12,1855.1999999999998,2343.62
"Western Worcester County, MA HUD Metro FMR Area",2502728740,25.0,726,731,963,1300,1305,798.6,840.65,1136.34,1560.0,1592.1
"Eastern Worcester County, MA HUD Metro FMR Area",2502728950,25.0,866,937,1234,1546,1921,952.6,1077.55,1456.12,1855.1999999999998,2343.62
"Eastern Worcester County, MA HUD Metro FMR Area",2502730945,25.0,866,937,1234,1546,1921,952.6,1077.55,1456.12,1855.1999999999998,2343.62
"Western Worcester County, MA HUD Metro FMR Area",2502731435,25.0,726,731,963,1300,1305,798.6,840.65,1136.34,1560.0,1592.1
"Eastern Worcester County, MA HUD Metro FMR Area",2502734165,25.0,866,937,1234,1546,1921,952.6,1077.55,1456.12,1855.1999999999998,2343.62
"Eastern Worcester County, MA HUD Metro FMR Area",2502740255,25.0,866,937,1234,1546,1921,952.6,1077.55,1456.12,1855.1999999999998,2343.62
"Eastern Worcester County, MA HUD Metro FMR Area",2502741165,25.0,866,937,1234,1546,1921,952.6,1077.55,1456.12,1855.1999999999998,2343.62
"Eastern Worcester County, MA HUD Metro FMR Area",2502741585,25.0,866,937,1234,1546,1921,952.6,1077.55,1456.12,1855.1999999999998,2343.62
"Western Worcester County, MA HUD Metro FMR Area",2502745105,25.0,726,731,963,1300,1305,798.6,840.65,1136.34,1560.0,1592.1
"Western Worcester County, MA HUD Metro FMR Area",2502753120,25.0,726,731,963,1300,1305,798.6,840.65,1136.34,1560.0,1592.1
"Western Worcester County, MA HUD Metro FMR Area",2502753225,25.0,726,731,963,1300,1305,798.6,840.65,1136.34,1560.0,1592.1
"Western Worcester County, MA HUD Metro FMR Area",2502758580,25.0,726,731,963,1300,1305,798.6,840.65,1136.34,1560.0,1592.1
"Eastern Worcester County, MA HUD Metro FMR Area",2502763165,25.0,866,937,1234,1546,1921,952.6,1077.55,1456.12,1855.1999999999998,2343.62
"Eastern Worcester County, MA HUD Metro FMR Area",2502771480,25.0,866,937,1234,1546,1921,952.6,1077.55,1456.12,1855.1999999999998,2343.62
"Western Worcester County, MA HUD Metro FMR Area",2502773090,25.0,726,731,963,1300,1305,798.6,840.65,1136.34,1560.0,1592.1
"Alcona County, MI",2600199999,26.0,609,619,713,950,1004,669.9000000000001,711.8499999999999,841.3399999999999,1140.0,1224.8799999999999
"Alger County, MI",2600399999,26.0,495,541,713,889,1121,544.5,622.15,841.3399999999999,1066.8,1367.62
"Allegan County, MI",2600599999,26.0,602,606,755,1014,1115,662.2,696.9,890.9,1216.8,1360.3
"Alpena County, MI",2600799999,26.0,513,605,713,1011,1037,564.3000000000001,695.75,841.3399999999999,1213.2,1265.1399999999999
"Antrim County, MI",2600999999,26.0,465,600,713,971,1089,511.50000000000006,690.0,841.3399999999999,1165.2,1328.58
"Arenac County, MI",2601199999,26.0,465,574,713,953,1174,511.50000000000006,660.0999999999999,841.3399999999999,1143.6,1432.28
"Baraga County, MI",2601399999,26.0,520,541,713,889,1004,572.0,622.15,841.3399999999999,1066.8,1224.8799999999999
"Barry County, MI HUD Metro FMR Area",2601599999,26.0,626,682,852,1145,1256,688.6,784.3,1005.3599999999999,1374.0,1532.32
"Benzie County, MI",2601999999,26.0,539,589,776,967,1063,592.9000000000001,677.3499999999999,915.68,1160.3999999999999,1296.86
"Branch County, MI",2602399999,26.0,551,578,732,933,992,606.1,664.6999999999999,863.76,1119.6,1210.24
"Cass County, MI HUD Metro FMR Area",2602799999,26.0,525,612,806,1008,1092,577.5,703.8,951.0799999999999,1209.6,1332.24
"Charlevoix County, MI",2602999999,26.0,521,578,750,1030,1284,573.1,664.6999999999999,885.0,1236.0,1566.48
"Cheboygan County, MI",2603199999,26.0,495,548,713,933,966,544.5,630.1999999999999,841.3399999999999,1119.6,1178.52
"Chippewa County, MI",2603399999,26.0,475,552,713,889,966,522.5,634.8,841.3399999999999,1066.8,1178.52
"Clare County, MI",2603599999,26.0,495,541,713,958,993,544.5,622.15,841.3399999999999,1149.6,1211.46
"Crawford County, MI",2603999999,26.0,507,554,730,979,1053,557.7,637.0999999999999,861.4,1174.8,1284.66
"Delta County, MI",2604199999,26.0,511,581,713,1007,1059,562.1,668.15,841.3399999999999,1208.3999999999999,1291.98
"Dickinson County, MI",2604399999,26.0,513,576,738,920,1000,564.3000000000001,662.4,870.8399999999999,1104.0,1220.0
"Emmet County, MI",2604799999,26.0,520,605,797,1059,1135,572.0,695.75,940.4599999999999,1270.8,1384.7
"Gladwin County, MI",2605199999,26.0,495,563,713,926,1116,544.5,647.4499999999999,841.3399999999999,1111.2,1361.52
"Gogebic County, MI",2605399999,26.0,495,595,713,1029,1252,544.5,684.25,841.3399999999999,1234.8,1527.44
"Grand Traverse County, MI",2605599999,26.0,633,788,911,1203,1421,696.3000000000001,906.1999999999999,1074.98,1443.6,1733.62
"Gratiot County, MI",2605799999,26.0,465,541,713,889,966,511.50000000000006,622.15,841.3399999999999,1066.8,1178.52
"Hillsdale County, MI",2605999999,26.0,540,550,725,913,982,594.0,632.5,855.5,1095.6,1198.04
"Houghton County, MI",2606199999,26.0,471,555,713,921,1252,518.1,638.25,841.3399999999999,1105.2,1527.44
"Huron County, MI",2606399999,26.0,544,547,713,909,1073,598.4000000000001,629.05,841.3399999999999,1090.8,1309.06
"Ionia County, MI",2606799999,26.0,579,582,767,975,1094,636.9000000000001,669.3,905.06,1170.0,1334.68
"Iosco County, MI",2606999999,26.0,465,626,713,910,1252,511.50000000000006,719.9,841.3399999999999,1092.0,1527.44
"Iron County, MI",2607199999,26.0,494,578,713,965,1252,543.4000000000001,664.6999999999999,841.3399999999999,1158.0,1527.44
"Isabella County, MI",2607399999,26.0,551,591,720,979,1096,606.1,679.65,849.5999999999999,1174.8,1337.12
"Kalkaska County, MI",2607999999,26.0,465,541,713,958,1032,511.50000000000006,622.15,841.3399999999999,1149.6,1259.04
"Keweenaw County, MI",2608399999,26.0,495,548,713,1001,1004,544.5,630.1999999999999,841.3399999999999,1201.2,1224.8799999999999
"Lake County, MI",2608599999,26.0,495,541,713,889,966,544.5,622.15,841.3399999999999,1066.8,1178.52
"Leelanau County, MI",2608999999,26.0,649,657,790,1071,1334,713.9000000000001,755.55,932.1999999999999,1285.2,1627.48
"Lenawee County, MI",2609199999,26.0,481,560,738,966,1044,529.1,644.0,870.8399999999999,1159.2,1273.68
"Livingston County, MI HUD Metro FMR Area",2609399999,26.0,657,801,1007,1370,1596,722.7,921.15,1188.26,1644.0,1947.12
"Luce County, MI",2609599999,26.0,495,626,713,976,997,544.5,719.9,841.3399999999999,1171.2,1216.34
"Mackinac County, MI",2609799999,26.0,495,621,713,931,1190,544.5,714.15,841.3399999999999,1117.2,1451.8
"Manistee County, MI",2610199999,26.0,495,541,713,946,966,544.5,622.15,841.3399999999999,1135.2,1178.52
"Marquette County, MI",2610399999,26.0,491,572,753,938,1068,540.1,657.8,888.54,1125.6,1302.96
"Mason County, MI",2610599999,26.0,506,550,724,905,981,556.6,632.5,854.3199999999999,1086.0,1196.82
"Mecosta County, MI",2610799999,26.0,609,612,713,915,966,669.9000000000001,703.8,841.3399999999999,1098.0,1178.52
"Menominee County, MI",2610999999,26.0,495,619,713,974,978,544.5,711.8499999999999,841.3399999999999,1168.8,1193.16
"Missaukee County, MI",2611399999,26.0,519,567,747,931,1012,570.9000000000001,652.05,881.4599999999999,1117.2,1234.6399999999999
"Montcalm County, MI HUD Metro FMR Area",2611799999,26.0,595,598,748,969,1218,654.5,687.6999999999999,882.64,1162.8,1485.96
"Montmorency County, MI",2611999999,26.0,495,544,713,995,1004,544.5,625.5999999999999,841.3399999999999,1194.0,1224.8799999999999
"Newaygo County, MI",2612399999,26.0,495,541,713,917,966,544.5,622.15,841.3399999999999,1100.3999999999999,1178.52
"Oceana County, MI",2612799999,26.0,495,541,713,962,966,544.5,622.15,841.3399999999999,1154.3999999999999,1178.52
"Ogemaw County, MI",2612999999,26.0,549,626,713,935,1108,603.9000000000001,719.9,841.3399999999999,1122.0,1351.76
"Ontonagon County, MI",2613199999,26.0,495,618,713,957,1004,544.5,710.6999999999999,841.3399999999999,1148.3999999999999,1224.8799999999999
"Osceola County, MI",2613399999,26.0,495,571,713,889,966,544.5,656.65,841.3399999999999,1066.8,1178.52
"Oscoda County, MI",2613599999,26.0,495,590,713,1001,1004,544.5,678.5,841.3399999999999,1201.2,1224.8799999999999
"Otsego County, MI",2613799999,26.0,543,597,781,1050,1111,597.3000000000001,686.55,921.5799999999999,1260.0,1355.42
"Presque Isle County, MI",2614199999,26.0,495,618,713,1005,1032,544.5,710.6999999999999,841.3399999999999,1206.0,1259.04
"Roscommon County, MI",2614399999,26.0,576,579,713,962,966,633.6,665.8499999999999,841.3399999999999,1154.3999999999999,1178.52
"St. Joseph County, MI",2614999999,26.0,495,546,713,902,1074,544.5,627.9,841.3399999999999,1082.3999999999999,1310.28
"Sanilac County, MI",2615199999,26.0,535,541,713,911,1098,588.5,622.15,841.3399999999999,1093.2,1339.56
"Schoolcraft County, MI",2615399999,26.0,495,541,713,889,998,544.5,622.15,841.3399999999999,1066.8,1217.56
"Shiawassee County, MI",2615599999,26.0,538,541,713,970,1027,591.8000000000001,622.15,841.3399999999999,1164.0,1252.94
"Tuscola County, MI",2615799999,26.0,465,582,713,960,1040,511.50000000000006,669.3,841.3399999999999,1152.0,1268.8
"Wexford County, MI",2616599999,26.0,509,556,732,912,992,559.9000000000001,639.4,863.76,1094.3999999999999,1210.24
"Aitkin County, MN",2700199999,27.0,574,583,768,996,1144,631.4000000000001,670.4499999999999,906.24,1195.2,1395.68
"Becker County, MN",2700599999,27.0,498,618,756,1009,1261,547.8000000000001,710.6999999999999,892.0799999999999,1210.8,1538.42
"Beltrami County, MN",2700799999,27.0,518,603,794,1047,1076,569.8000000000001,693.4499999999999,936.92,1256.3999999999999,1312.72
"Big Stone County, MN",2701199999,27.0,471,542,714,1002,1006,518.1,623.3,842.52,1202.3999999999999,1227.32
"Brown County, MN",2701599999,27.0,465,573,714,890,967,511.50000000000006,658.9499999999999,842.52,1068.0,1179.74
"Cass County, MN",2702199999,27.0,502,585,770,960,1043,552.2,672.75,908.5999999999999,1152.0,1272.46
"Chippewa County, MN",2702399999,27.0,487,574,714,1030,1102,535.7,660.0999999999999,842.52,1236.0,1344.44
"Clearwater County, MN",2702999999,27.0,539,542,714,1002,1006,592.9000000000001,623.3,842.52,1202.3999999999999,1227.32
"Cook County, MN",2703199999,27.0,471,627,714,952,1254,518.1,721.05,842.52,1142.3999999999999,1529.8799999999999
"Cottonwood County, MN",2703399999,27.0,471,542,714,921,1141,518.1,623.3,842.52,1105.2,1392.02
"Crow Wing County, MN",2703599999,27.0,545,635,836,1086,1193,599.5,730.25,986.4799999999999,1303.2,1455.46
"Douglas County, MN",2704199999,27.0,527,614,809,1071,1162,579.7,706.0999999999999,954.62,1285.2,1417.6399999999999
"Faribault County, MN",2704399999,27.0,471,542,714,945,1030,518.1,623.3,842.52,1134.0,1256.6
"Fillmore County, MN HUD Metro FMR Area",2704599999,27.0,469,542,714,989,1004,515.9000000000001,623.3,842.52,1186.8,1224.8799999999999
