"State","County","Median Housing Value, 2023 ($)","Median Property Taxes Paid, 2023 ($)(5-Year Estimate)","Effective Property Tax Rate (2023)"
"Oklahoma","Choctaw County","119700","502","0.4194%"
"Oklahoma","Cimarron County","94500","386","0.4085%"
"Oklahoma","Cleveland County","222800","2,288","1.0269%"
"Oklahoma","Coal County","92500","540","0.5838%"
"Oklahoma","Comanche County","154300","1,386","0.8983%"
"Oklahoma","Cotton County","113200","712","0.6290%"
"Oklahoma","Craig County","132900","775","0.5831%"
"Oklahoma","Creek County","170900","1,261","0.7379%"
"Oklahoma","Custer County","177000","1,197","0.6763%"
"Oklahoma","Delaware County","164900","971","0.5888%"
"Oklahoma","Dewey County","118200","713","0.6032%"
"Oklahoma","Ellis County","122500","916","0.7478%"
"Oklahoma","Garfield County","149800","1,331","0.8885%"
"Oklahoma","Garvin County","132600","750","0.5656%"
"Oklahoma","Grady County","187900","1,321","0.7030%"
"Oklahoma","Grant County","79500","480","0.6038%"
"Oklahoma","Greer County","103600","590","0.5695%"
"Oklahoma","Harmon County","75700","528","0.6975%"
"Oklahoma","Harper County","99300","663","0.6677%"
"Oklahoma","Haskell County","122300","557","0.4554%"
"Oklahoma","Hughes County","94900","580","0.6112%"
"Oklahoma","Jackson County","145000","918","0.6331%"
"Oklahoma","Jefferson County","77500","512","0.6606%"
"Oklahoma","Johnston County","110700","614","0.5547%"
"Oklahoma","Kay County","116800","799","0.6841%"
"Oklahoma","Kingfisher County","206400","1,139","0.5518%"
"Oklahoma","Kiowa County","90300","517","0.5725%"
"Oklahoma","Latimer County","103300","532","0.5150%"
"Oklahoma","Le Flore County","121600","794","0.6530%"
"Oklahoma","Lincoln County","152000","813","0.5349%"
"Oklahoma","Logan County","234300","1,787","0.7627%"
"Oklahoma","Love County","167500","1,066","0.6364%"
"Oklahoma","McClain County","233900","1,868","0.7986%"
"Oklahoma","McCurtain County","126100","505","0.4005%"
"Oklahoma","McIntosh County","135800","797","0.5869%"
"Oklahoma","Major County","134700","828","0.6147%"
"Oklahoma","Marshall County","139700","824","0.5898%"
"Oklahoma","Mayes County","171900","1,153","0.6707%"
"Oklahoma","Murray County","154900","665","0.4293%"
"Oklahoma","Muskogee County","138800","972","0.7003%"
"Oklahoma","Noble County","142600","1,145","0.8029%"
"Oklahoma","Nowata County","121900","860","0.7055%"
"Oklahoma","Okfuskee County","110800","552","0.4982%"
"Oklahoma","Oklahoma County","207800","2,045","0.9841%"
"Oklahoma","Okmulgee County","114600","788","0.6876%"
"Oklahoma","Osage County","172300","1,253","0.7272%"
"Oklahoma","Ottawa County","114300","708","0.6194%"
"Oklahoma","Pawnee County","125700","873","0.6945%"
"Oklahoma","Payne County","217700","1,884","0.8654%"
"Oklahoma","Pittsburg County","146300","756","0.5167%"
"Oklahoma","Pontotoc County","170500","1,067","0.6258%"
"Oklahoma","Pottawatomie County","155700","1,013","0.6506%"
"Oklahoma","Pushmataha County","116800","483","0.4135%"
"Oklahoma","Roger Mills County","152600","731","0.4790%"
"Oklahoma","Rogers County","222200","1,739","0.7826%"
"Oklahoma","Seminole County","91200","552","0.6053%"
"Oklahoma","Sequoyah County","127500","723","0.5671%"
"Oklahoma","Stephens County","135100","961","0.7113%"
"Oklahoma","Texas County","155600","1,075","0.6909%"
"Oklahoma","Tillman County","71900","477","0.6634%"
"Oklahoma","Tulsa County","213500","2,161","1.0122%"
"Oklahoma","Wagoner County","216000","1,753","0.8116%"
"Oklahoma","Washington County","160900","1,505","0.9354%"
"Oklahoma","Washita County","113300","614","0.5419%"
"Oklahoma","Woods County","141900","731","0.5152%"
"Oklahoma","Woodward County","178000","1,105","0.6208%"
"Oregon","Baker County","247700","2,184","0.8817%"
"Oregon","Benton County","481700","4,713","0.9784%"
"Oregon","Clackamas County","577900","5,051","0.8740%"
"Oregon","Clatsop County","437800","3,084","0.7044%"
"Oregon","Columbia County","390600","2,948","0.7547%"
"Oregon","Coos County","302800","2,243","0.7408%"
"Oregon","Crook County","423300","2,703","0.6386%"
"Oregon","Curry County","366700","1,948","0.5312%"
"Oregon","Deschutes County","596000","3,670","0.6158%"
"Oregon","Douglas County","283200","1,869","0.6600%"
"Oregon","Gilliam County","158400","1,597","1.0082%"
"Oregon","Grant County","225100","1,713","0.7610%"
"Oregon","Harney County","190600","1,845","0.9680%"
"Oregon","Hood River County","571200","3,359","0.5881%"
"Oregon","Jackson County","400200","3,032","0.7576%"
"Oregon","Jefferson County","339200","2,506","0.7388%"
"Oregon","Josephine County","383100","2,023","0.5281%"
"Oregon","Klamath County","255700","1,734","0.6781%"
"Oregon","Lake County","219400","1,407","0.6413%"
"Oregon","Lane County","395800","3,417","0.8633%"
"Oregon","Lincoln County","387700","3,241","0.8360%"
"Oregon","Linn County","344600","3,130","0.9083%"
"Oregon","Malheur County","221300","1,799","0.8129%"
"Oregon","Marion County","383300","3,382","0.8823%"
"Oregon","Morrow County","229800","1,885","0.8203%"
"Oregon","Multnomah County","528000","5,061","0.9585%"
"Oregon","Polk County","419500","3,534","0.8424%"
"Oregon","Sherman County","206700","1,436","0.6947%"
"Oregon","Tillamook County","408600","2,449","0.5994%"
"Oregon","Umatilla County","256100","2,534","0.9895%"
"Oregon","Union County","260500","2,307","0.8856%"
"Oregon","Wallowa County","371900","2,173","0.5843%"
"Oregon","Wasco County","332500","2,784","0.8373%"
"Oregon","Washington County","558500","4,852","0.8688%"
"Oregon","Wheeler County","259000","1,884","0.7274%"
"Oregon","Yamhill County","442700","3,318","0.7495%"
"Pennsylvania","Adams County","256100","3,569","1.3936%"
"Pennsylvania","Allegheny County","216700","3,399","1.5685%"
"Pennsylvania","Armstrong County","146300","2,175","1.4867%"
"Pennsylvania","Beaver County","185500","2,672","1.4404%"
"Pennsylvania","Bedford County","172900","1,403","0.8115%"
"Pennsylvania","Berks County","239700","4,238","1.7680%"
"Pennsylvania","Blair County","156700","1,711","1.0919%"
"Pennsylvania","Bradford County","182300","2,110","1.1574%"
"Pennsylvania","Bucks County","421700","5,833","1.3832%"
"Pennsylvania","Butler County","275600","2,950","1.0704%"
"Pennsylvania","Cambria County","115900","1,487","1.2830%"
"Pennsylvania","Cameron County","88200","1,470","1.6667%"
"Pennsylvania","Carbon County","193700","2,914","1.5044%"
"Pennsylvania","Centre County","308100","3,282","1.0652%"
"Pennsylvania","Chester County","461800","6,191","1.3406%"
"Pennsylvania","Clarion County","152100","1,477","0.9711%"
"Pennsylvania","Clearfield County","125000","1,488","1.1904%"
"Pennsylvania","Clinton County","179100","2,047","1.1429%"
"Pennsylvania","Columbia County","199200","2,266","1.1376%"
"Pennsylvania","Crawford County","143400","2,099","1.4637%"
"Pennsylvania","Cumberland County","261900","3,180","1.2142%"
"Pennsylvania","Dauphin County","222300","3,171","1.4265%"
"Pennsylvania","Delaware County","302400","6,001","1.9845%"
"Pennsylvania","Elk County","128600","1,686","1.3110%"
"Pennsylvania","Erie County","169500","2,754","1.6248%"
"Pennsylvania","Fayette County","126900","1,516","1.1946%"
"Pennsylvania","Forest County","111900","1,162","1.0384%"
"Pennsylvania","Franklin County","236300","2,634","1.1147%"
"Pennsylvania","Fulton County","206000","2,118","1.0282%"
"Pennsylvania","Greene County","146200","1,893","1.2948%"
"Pennsylvania","Huntingdon County","180300","1,648","0.9140%"
"Pennsylvania","Indiana County","145400","2,271","1.5619%"
"Pennsylvania","Jefferson County","126700","1,411","1.1137%"
"Pennsylvania","Juniata County","206300","2,167","1.0504%"
"Pennsylvania","Lackawanna County","189900","2,910","1.5324%"
"Pennsylvania","Lancaster County","279400","3,941","1.4105%"
"Pennsylvania","Lawrence County","136700","1,983","1.4506%"
"Pennsylvania","Lebanon County","227300","3,180","1.3990%"
"Pennsylvania","Lehigh County","276100","4,591","1.6628%"
"Pennsylvania","Luzerne County","163800","2,506","1.5299%"
"Pennsylvania","Lycoming County","195600","2,647","1.3533%"
"Pennsylvania","McKean County","98700","1,615","1.6363%"
"Pennsylvania","Mercer County","153600","1,943","1.2650%"
"Pennsylvania","Mifflin County","142900","2,227","1.5584%"
"Pennsylvania","Monroe County","241200","4,435","1.8387%"
"Pennsylvania","Montgomery County","409900","5,776","1.4091%"
"Pennsylvania","Montour County","240300","2,475","1.0300%"
"Pennsylvania","Northampton County","285000","4,710","1.6526%"
"Pennsylvania","Northumberland County","151600","1,778","1.1728%"
"Pennsylvania","Perry County","222800","2,775","1.2455%"
"Pennsylvania","Philadelphia County","232400","1,952","0.8399%"
"Pennsylvania","Pike County","250900","3,502","1.3958%"
"Pennsylvania","Potter County","146200","1,868","1.2777%"
"Pennsylvania","Schuylkill County","140400","2,147","1.5292%"
"Pennsylvania","Snyder County","205500","2,402","1.1689%"
"Pennsylvania","Somerset County","130600","1,449","1.1095%"
"Pennsylvania","Sullivan County","186400","1,959","1.0510%"
"Pennsylvania","Susquehanna County","206700","2,373","1.1480%"
"Pennsylvania","Tioga County","176000","2,093","1.1892%"
"Pennsylvania","Union County","222900","2,667","1.1965%"
"Pennsylvania","Venango County","114500","1,509","1.3179%"
"Pennsylvania","Warren County","121800","1,694","1.3908%"
"Pennsylvania","Washington County","220600","2,445","1.1083%"
"Pennsylvania","Wayne County","228200","2,882","1.2629%"
"Pennsylvania","Westmoreland County","193100","2,473","1.2807%"
"Pennsylvania","Wyoming County","205600","2,763","1.3439%"
"Pennsylvania","York County","235000","3,947","1.6796%"
"Rhode Island","Bristol County","468000","6,483","1.3853%"
"Rhode Island","Kent County","333900","4,903","1.4684%"
"Rhode Island","Newport County","559700","5,345","0.9550%"
"Rhode Island","Providence County","339100","4,661","1.3745%"
"Rhode Island","Washington County","469800","4,954","1.0545%"
"South Carolina","Abbeville County","147200","717","0.4871%"
"South Carolina","Aiken County","199500","862","0.4321%"
"South Carolina","Allendale County","61600","542","0.8799%"
"South Carolina","Anderson County","212500","985","0.4635%"
"South Carolina","Bamberg County","96000","796","0.8292%"
"South Carolina","Barnwell County","97200","717","0.7377%"
"South Carolina","Beaufort County","407600","2,022","0.4961%"
"South Carolina","Berkeley County","280300","1,343","0.4791%"
"South Carolina","Calhoun County","148800","630","0.4234%"
"South Carolina","Charleston County","450800","1,864","0.4135%"
"South Carolina","Cherokee County","135200","590","0.4364%"
"South Carolina","Chester County","143800","846","0.5883%"
"South Carolina","Chesterfield County","101400","468","0.4615%"
"South Carolina","Clarendon County","147300","848","0.5757%"
"South Carolina","Colleton County","145900","883","0.6052%"
"South Carolina","Darlington County","141400","604","0.4272%"
"South Carolina","Dillon County","84400","425","0.5036%"
"South Carolina","Dorchester County","294400","1,710","0.5808%"
"South Carolina","Edgefield County","194300","877","0.4514%"
"South Carolina","Fairfield County","129100","683","0.5290%"
"South Carolina","Florence County","165500","724","0.4375%"
"South Carolina","Georgetown County","262300","1,117","0.4258%"
"South Carolina","Greenville County","273900","1,445","0.5276%"
"South Carolina","Greenwood County","166400","973","0.5847%"
"South Carolina","Hampton County","102400","826","0.8066%"
"South Carolina","Horry County","260500","879","0.3374%"
"South Carolina","Jasper County","269400","1,490","0.5531%"
"South Carolina","Kershaw County","191900","937","0.4883%"
"South Carolina","Lancaster County","298100","1,487","0.4988%"
"South Carolina","Laurens County","153500","673","0.4384%"
"South Carolina","Lee County","101900","579","0.5682%"
"South Carolina","Lexington County","217700","1,136","0.5218%"
"South Carolina","McCormick County","159000","1,014","0.6377%"
"South Carolina","Marion County","86800","397","0.4574%"
"South Carolina","Marlboro County","74500","475","0.6376%"
"South Carolina","Newberry County","158200","1,090","0.6890%"
"South Carolina","Oconee County","217200","856","0.3941%"
"South Carolina","Orangeburg County","109700","724","0.6600%"
"South Carolina","Pickens County","216000","821","0.3801%"
"South Carolina","Richland County","224200","1,569","0.6998%"
"South Carolina","Saluda County","123200","700","0.5682%"
"South Carolina","Spartanburg County","216000","1,217","0.5634%"
"South Carolina","Sumter County","159500","860","0.5392%"
"South Carolina","Union County","100000","558","0.5580%"
"South Carolina","Williamsburg County","95100","630","0.6625%"
"South Carolina","York County","322700","1,602","0.4964%"
"South Dakota","Aurora County","129000","1,393","1.0798%"
"South Dakota","Beadle County","178400","1,879","1.0533%"
"South Dakota","Bennett County","138600","1,424","1.0274%"
"South Dakota","Bon Homme County","120300","1,499","1.2461%"
"South Dakota","Brookings County","246300","2,795","1.1348%"
"South Dakota","Brown County","212900","2,553","1.1992%"
"South Dakota","Brule County","205500","1,744","0.8487%"
"South Dakota","Buffalo County","108000","843","0.7806%"
"South Dakota","Butte County","207700","2,197","1.0578%"
"South Dakota","Campbell County","87900","1,266","1.4403%"
"South Dakota","Charles Mix County","169200","1,823","1.0774%"
"South Dakota","Clark County","141900","1,392","0.9810%"
"South Dakota","Clay County","221800","2,879","1.2980%"
"South Dakota","Codington County","218000","2,310","1.0596%"
"South Dakota","Corson County","73800","987","1.3374%"
"South Dakota","Custer County","327200","2,549","0.7790%"
"South Dakota","Davison County","190000","2,361","1.2426%"
"South Dakota","Day County","155100","1,598","1.0303%"
"South Dakota","Deuel County","180100","1,477","0.8201%"
"South Dakota","Dewey County","75400","1,009","1.3382%"
"South Dakota","Douglas County","125000","1,466","1.1728%"
"South Dakota","Edmunds County","163600","1,417","0.8661%"
"South Dakota","Fall River County","176300","1,876","1.0641%"
"South Dakota","Faulk County","124100","946","0.7623%"
"South Dakota","Grant County","179400","1,527","0.8512%"
"South Dakota","Gregory County","129000","1,419","1.1000%"
"South Dakota","Haakon County","153200","1,297","0.8466%"
"South Dakota","Hamlin County","207700","2,264","1.0900%"
"South Dakota","Hand County","152100","1,373","0.9027%"
"South Dakota","Hanson County","192400","1,973","1.0255%"
"South Dakota","Harding County","156400","1,460","0.9335%"
"South Dakota","Hughes County","221100","2,526","1.1425%"
"South Dakota","Hutchinson County","160500","1,793","1.1171%"
"South Dakota","Hyde County","134500","1,650","1.2268%"
"South Dakota","Jackson County","111500","",""
"South Dakota","Jerauld County","127000","1,212","0.9543%"
"South Dakota","Jones County","117100","1,357","1.1588%"
"South Dakota","Kingsbury County","159600","1,588","0.9950%"
"South Dakota","Lake County","231000","2,463","1.0662%"
"South Dakota","Lawrence County","310800","2,671","0.8594%"
"South Dakota","Lincoln County","323500","3,822","1.1815%"
"South Dakota","Lyman County","156500","1,581","1.0102%"
"South Dakota","McCook County","217300","2,133","0.9816%"
"South Dakota","McPherson County","78400","1,218","1.5536%"
"South Dakota","Marshall County","147200","1,336","0.9076%"
"South Dakota","Meade County","274800","2,840","1.0335%"
"South Dakota","Mellette County","63000","963","1.5286%"
"South Dakota","Miner County","114100","1,264","1.1078%"
"South Dakota","Minnehaha County","266600","3,090","1.1590%"
"South Dakota","Moody County","206300","2,231","1.0814%"
"South Dakota","Oglala Lakota County","45600","199","0.4364%"
"South Dakota","Pennington County","270400","3,049","1.1276%"
"South Dakota","Perkins County","105900","1,405","1.3267%"
"South Dakota","Potter County","121300","1,663","1.3710%"
"South Dakota","Roberts County","139100","1,460","1.0496%"
"South Dakota","Sanborn County","138500","1,750","1.2635%"
"South Dakota","Spink County","117400","1,539","1.3109%"
"South Dakota","Stanley County","169900","2,423","1.4261%"
"South Dakota","Sully County","198700","1,697","0.8541%"
"South Dakota","Todd County","45200","1,006","2.2257%"
"South Dakota","Tripp County","137100","1,237","0.9023%"
"South Dakota","Turner County","199000","2,072","1.0412%"
"South Dakota","Union County","269500","2,997","1.1121%"
"South Dakota","Walworth County","130000","1,866","1.4354%"
"South Dakota","Yankton County","208200","2,347","1.1273%"
"South Dakota","Ziebach County","101700","595","0.5851%"
"Tennessee","Anderson County","215800","1,333","0.6177%"
"Tennessee","Bedford County","255300","1,274","0.4990%"
"Tennessee","Benton County","123400","717","0.5810%"
"Tennessee","Bledsoe County","165400","671","0.4057%"
"Tennessee","Blount County","275700","1,387","0.5031%"
"Tennessee","Bradley County","230800","1,174","0.5087%"
"Tennessee","Campbell County","169500","651","0.3841%"
"Tennessee","Cannon County","227600","1,091","0.4793%"
"Tennessee","Carroll County","122100","809","0.6626%"
"Tennessee","Carter County","157200","833","0.5299%"
"Tennessee","Cheatham County","291400","1,479","0.5075%"
"Tennessee","Chester County","155200","837","0.5393%"
"Tennessee","Claiborne County","148000","728","0.4919%"
"Tennessee","Clay County","136900","841","0.6143%"
"Tennessee","Cocke County","141800","911","0.6425%"
"Tennessee","Coffee County","227300","1,378","0.6062%"
"Tennessee","Crockett County","134100","865","0.6450%"
"Tennessee","Cumberland County","228000","699","0.3066%"
"Tennessee","Davidson County","386600","2,390","0.6182%"
"Tennessee","Decatur County","133900","654","0.4884%"
"Tennessee","DeKalb County","206600","747","0.3616%"
"Tennessee","Dickson County","272700","1,369","0.5020%"
"Tennessee","Dyer County","159500","966","0.6056%"
"Tennessee","Fayette County","316000","1,092","0.3456%"
"Tennessee","Fentress County","151800","519","0.3419%"
"Tennessee","Franklin County","215700","1,218","0.5647%"
"Tennessee","Gibson County","149700","1,016","0.6787%"
"Tennessee","Giles County","204100","953","0.4669%"
"Tennessee","Grainger County","172000","871","0.5064%"
"Tennessee","Greene County","186400","803","0.4308%"
"Tennessee","Grundy County","133400","563","0.4220%"
"Tennessee","Hamblen County","188800","863","0.4571%"
"Tennessee","Hamilton County","282100","1,888","0.6693%"
"Tennessee","Hancock County","118000","533","0.4517%"
"Tennessee","Hardeman County","116800","762","0.6524%"
"Tennessee","Hardin County","154000","666","0.4325%"
"Tennessee","Hawkins County","166900","940","0.5632%"
"Tennessee","Haywood County","119600","854","0.7140%"
"Tennessee","Henderson County","156000","732","0.4692%"
"Tennessee","Henry County","145200","700","0.4821%"
"Tennessee","Hickman County","192000","1,089","0.5672%"
"Tennessee","Houston County","150100","861","0.5736%"
"Tennessee","Humphreys County","186900","895","0.4789%"
"Tennessee","Jackson County","135200","671","0.4963%"
"Tennessee","Jefferson County","210000","990","0.4714%"
"Tennessee","Johnson County","175500","673","0.3835%"
"Tennessee","Knox County","279700","1,332","0.4762%"
"Tennessee","Lake County","107000","758","0.7084%"
"Tennessee","Lauderdale County","122100","808","0.6618%"
"Tennessee","Lawrence County","176700","940","0.5320%"
"Tennessee","Lewis County","157800","795","0.5038%"
"Tennessee","Lincoln County","209100","991","0.4739%"
"Tennessee","Loudon County","292600","1,163","0.3975%"
"Tennessee","McMinn County","190400","707","0.3713%"
"Tennessee","McNairy County","151100","589","0.3898%"
"Tennessee","Macon County","211200","858","0.4063%"
"Tennessee","Madison County","189700","1,161","0.6120%"
"Tennessee","Marion County","173600","771","0.4441%"
"Tennessee","Marshall County","246100","1,334","0.5421%"
"Tennessee","Maury County","307500","1,476","0.4800%"
"Tennessee","Meigs County","185500","727","0.3919%"
"Tennessee","Monroe County","199700","887","0.4442%"
"Tennessee","Montgomery County","248300","1,671","0.6730%"
"Tennessee","Moore County","259300","1,252","0.4828%"
"Tennessee","Morgan County","144000","837","0.5813%"
"Tennessee","Obion County","122700","697","0.5681%"
"Tennessee","Overton County","171700","676","0.3937%"
"Tennessee","Perry County","113800","660","0.5800%"
"Tennessee","Pickett County","162200","606","0.3736%"
"Tennessee","Polk County","136400","770","0.5645%"
"Tennessee","Putnam County","246800","1,299","0.5263%"
"Tennessee","Rhea County","178500","825","0.4622%"
"Tennessee","Roane County","212300","1,172","0.5520%"
"Tennessee","Robertson County","296700","1,547","0.5214%"
"Tennessee","Rutherford County","346400","1,757","0.5072%"
"Tennessee","Scott County","116800","616","0.5274%"
"Tennessee","Sequatchie County","217800","986","0.4527%"
"Tennessee","Sevier County","259500","815","0.3141%"
"Tennessee","Shelby County","229700","2,376","1.0344%"
"Tennessee","Smith County","224500","1,047","0.4664%"
"Tennessee","Stewart County","182700","951","0.5205%"
"Tennessee","Sullivan County","190800","1,205","0.6316%"
"Tennessee","Sumner County","364000","1,944","0.5341%"
"Tennessee","Tipton County","220100","1,158","0.5261%"
"Tennessee","Trousdale County","284100","1,200","0.4224%"
"Tennessee","Unicoi County","168200","960","0.5707%"
"Tennessee","Union County","186300","720","0.3865%"
"Tennessee","Van Buren County","149200","596","0.3995%"
"Tennessee","Warren County","173900","777","0.4468%"
"Tennessee","Washington County","231700","1,278","0.5516%"
"Tennessee","Wayne County","126600","683","0.5395%"
"Tennessee","Weakley County","136300","737","0.5407%"
"Tennessee","White County","190200","809","0.4253%"
"Tennessee","Williamson County","673700","2,891","0.4291%"
"Tennessee","Wilson County","397000","1,743","0.4390%"
"Texas","Anderson County","173400","1,688","0.9735%"
"Texas","Andrews County","188200","2,500","1.3284%"
"Texas","Angelina County","149800","1,872","1.2497%"
"Texas","Aransas County","236800","2,401","1.0139%"
"Texas","Archer County","175300","2,317","1.3217%"
"Texas","Armstrong County","185700","2,679","1.4426%"
"Texas","Atascosa County","157400","2,079","1.3208%"
"Texas","Austin County","270900","3,464","1.2787%"
"Texas","Bailey County","104400","1,533","1.4684%"
"Texas","Bandera County","249800","2,347","0.9396%"
"Texas","Bastrop County","269500","4,077","1.5128%"
"Texas","Baylor County","93300","1,163","1.2465%"
"Texas","Bee County","102800","1,461","1.4212%"
"Texas","Bell County","221100","3,409","1.5418%"
"Texas","Bexar County","244100","4,429","1.8144%"
"Texas","Blanco County","396200","4,134","1.0434%"
"Texas","Borden County","105400","493","0.4677%"
"Texas","Bosque County","184500","1,859","1.0076%"
"Texas","Bowie County","161300","2,091","1.2963%"
"Texas","Brazoria County","276800","4,831","1.7453%"
"Texas","Brazos County","279700","4,580","1.6375%"
"Texas","Brewster County","216000","2,644","1.2241%"
"Texas","Briscoe County","82900","899","1.0844%"
"Texas","Brooks County","82700","1,042","1.2600%"
"Texas","Brown County","149900","1,727","1.1521%"
"Texas","Burleson County","174000","1,816","1.0437%"
"Texas","Burnet County","310500","3,495","1.1256%"
"Texas","Caldwell County","215600","2,871","1.3316%"
"Texas","Calhoun County","150000","2,095","1.3967%"
"Texas","Callahan County","144800","1,587","1.0960%"
"Texas","Cameron County","120000","1,946","1.6217%"
"Texas","Camp County","159900","1,703","1.0650%"
"Texas","Carson County","140600","1,915","1.3620%"
"Texas","Cass County","133500","1,419","1.0629%"
"Texas","Castro County","94900","1,067","1.1243%"
"Texas","Chambers County","289900","3,290","1.1349%"
"Texas","Cherokee County","160300","1,941","1.2109%"
"Texas","Childress County","115100","1,694","1.4718%"
"Texas","Clay County","161300","2,194","1.3602%"
"Texas","Cochran County","57700","684","1.1854%"
"Texas","Coke County","112900","1,340","1.1869%"
"Texas","Coleman County","91200","1,248","1.3684%"
"Texas","Collin County","447600","7,432","1.6604%"
"Texas","Collingsworth County","108400","1,378","1.2712%"
"Texas","Colorado County","194000","2,117","1.0912%"
"Texas","Comal County","398800","4,827","1.2104%"
"Texas","Comanche County","137800","2,082","1.5109%"
"Texas","Concho County","105800","1,600","1.5123%"
"Texas","Cooke County","224600","2,794","1.2440%"
"Texas","Coryell County","177400","2,509","1.4143%"
"Texas","Cottle County","54100","623","1.1516%"
"Texas","Crane County","119900","1,568","1.3078%"
"Texas","Crockett County","140000","466","0.3329%"
"Texas","Crosby County","75500","1,345","1.7815%"
"Texas","Culberson County","84500","726","0.8592%"
"Texas","Dallam County","140500","2,065","1.4698%"
"Texas","Dallas County","277900","4,668","1.6797%"
"Texas","Dawson County","90800","1,567","1.7258%"
"Texas","Deaf Smith County","116000","1,590","1.3707%"
"Texas","Delta County","149400","1,456","0.9746%"
"Texas","Denton County","403400","6,943","1.7211%"
"Texas","DeWitt County","167200","1,437","0.8594%"
"Texas","Dickens County","65000","888","1.3662%"
"Texas","Dimmit County","80300","917","1.1420%"
"Texas","Donley County","90500","1,019","1.1260%"
"Texas","Duval County","86400","931","1.0775%"
"Texas","Eastland County","121700","1,451","1.1923%"
"Texas","Ector County","190500","2,438","1.2798%"
"Texas","Edwards County","78300","823","1.0511%"
"Texas","Ellis County","306400","4,472","1.4595%"
"Texas","El Paso County","167300","3,490","2.0861%"
"Texas","Erath County","251900","2,836","1.1258%"
"Texas","Falls County","97300","1,429","1.4687%"
"Texas","Fannin County","213500","2,356","1.1035%"
"Texas","Fayette County","271100","2,734","1.0085%"
"Texas","Fisher County","77600","1,323","1.7049%"
"Texas","Floyd County","101000","1,090","1.0792%"
"Texas","Foard County","71400","844","1.1821%"
"Texas","Fort Bend County","350300","6,965","1.9883%"
"Texas","Franklin County","213200","1,944","0.9118%"
"Texas","Freestone County","164400","1,705","1.0371%"
"Texas","Frio County","110100","1,751","1.5904%"
"Texas","Gaines County","185300","2,721","1.4684%"
"Texas","Galveston County","284900","4,238","1.4875%"
"Texas","Garza County","79300","1,316","1.6595%"
"Texas","Gillespie County","432300","4,404","1.0187%"
"Texas","Glasscock County","248600","1,154","0.4642%"
"Texas","Goliad County","182800","1,892","1.0350%"
"Texas","Gonzales County","158900","1,949","1.2266%"
"Texas","Gray County","100400","1,435","1.4293%"
"Texas","Grayson County","228300","2,953","1.2935%"
"Texas","Gregg County","185800","2,271","1.2223%"
"Texas","Grimes County","226600","2,480","1.0944%"
"Texas","Guadalupe County","285900","4,270","1.4935%"
"Texas","Hale County","106100","1,471","1.3864%"
"Texas","Hall County","80200","972","1.2120%"
"Texas","Hamilton County","124800","1,918","1.5369%"
"Texas","Hansford County","132100","2,165","1.6389%"
"Texas","Hardeman County","76500","905","1.1830%"
"Texas","Hardin County","188200","2,174","1.1552%"
"Texas","Harris County","255000","4,382","1.7184%"
"Texas","Harrison County","178200","1,811","1.0163%"
"Texas","Hartley County","213200","2,604","1.2214%"
"Texas","Haskell County","92000","1,028","1.1174%"
"Texas","Hays County","371400","6,420","1.7286%"
"Texas","Hemphill County","214900","2,502","1.1643%"
"Texas","Henderson County","189600","1,859","0.9805%"
"Texas","Hidalgo County","124000","2,187","1.7637%"
"Texas","Hill County","163100","2,012","1.2336%"
"Texas","Hockley County","112700","1,668","1.4800%"
"Texas","Hood County","281300","3,240","1.1518%"
"Texas","Hopkins County","193200","2,072","1.0725%"
"Texas","Houston County","155100","1,429","0.9213%"
"Texas","Howard County","150300","1,642","1.0925%"
"Texas","Hudspeth County","57400","677","1.1794%"
"Texas","Hunt County","210900","2,736","1.2973%"
"Texas","Hutchinson County","102200","1,515","1.4824%"
"Texas","Irion County","152600","1,456","0.9541%"
"Texas","Jack County","174800","2,266","1.2963%"
"Texas","Jackson County","175500","1,847","1.0524%"
"Texas","Jasper County","125900","1,304","1.0357%"
"Texas","Jeff Davis County","234400","1,283","0.5474%"
"Texas","Jefferson County","159600","2,513","1.5746%"
"Texas","Jim Hogg County","125600","1,775","1.4132%"
"Texas","Jim Wells County","104800","1,311","1.2510%"
"Texas","Johnson County","254600","3,259","1.2800%"
"Texas","Jones County","92700","1,425","1.5372%"
"Texas","Karnes County","136900","1,344","0.9817%"
"Texas","Kaufman County","290800","5,036","1.7318%"
"Texas","Kendall County","489800","5,890","1.2025%"
"Texas","Kenedy County","","",""
"Texas","Kent County","108900","988","0.9073%"
"Texas","Kerr County","285100","3,115","1.0926%"
"Texas","Kimble County","173100","2,173","1.2553%"
"Texas","King County","","541",""
"Texas","Kinney County","88500","1,244","1.4056%"
"Texas","Kleberg County","152200","2,457","1.6143%"
"Texas","Knox County","66800","1,244","1.8623%"
"Texas","Lamar County","175500","1,669","0.9510%"
"Texas","Lamb County","76600","913","1.1919%"
"Texas","Lampasas County","236000","2,993","1.2682%"
"Texas","La Salle County","101000","1,577","1.5614%"
"Texas","Lavaca County","220900","2,113","0.9565%"
"Texas","Lee County","247500","2,399","0.9693%"
"Texas","Leon County","177400","1,339","0.7548%"
"Texas","Liberty County","167100","2,091","1.2513%"
"Texas","Limestone County","154400","1,833","1.1872%"
"Texas","Lipscomb County","128400","1,750","1.3629%"
"Texas","Live Oak County","142300","1,255","0.8819%"
"Texas","Llano County","322300","2,587","0.8027%"
"Texas","Loving County","","",""
"Texas","Lubbock County","199600","3,119","1.5626%"
